statement,label,statement_rephrased,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Suwon is in China and that the city of Lviv is in Ukraine.,0,"It is true that the city known as Suwon is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Lviv is situated within the national borders of the country known as Ukraine.",The city of Suwon is in China.,0,Suwon,China,"Korea, Republic of",The city of Lviv is in Ukraine.,1,Lviv,Ukraine,Ukraine
It is the case both that the city of Denpasar is in Burundi and that the city of Nashik is in India.,0,"It is true that the city known as Denpasar is geographically located within the territorial boundaries of the country called Burundi, and simultaneously, it is also the case that the city identified as Nashik is situated within the national borders of the country known as India.",The city of Denpasar is in Burundi.,0,Denpasar,Burundi,Indonesia,The city of Nashik is in India.,1,Nashik,India,India
It is the case both that the city of Niamey is in Russia and that the city of Pingdingshan is in China.,0,"It is true that the city known as Niamey is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Pingdingshan is situated within the national borders of the country known as China.",The city of Niamey is in Russia.,0,Niamey,Russian Federation,Niger,The city of Pingdingshan is in China.,1,Pingdingshan,China,China
It is the case both that the city of Santiago de los Caballeros is in Indonesia and that the city of Huzhou is in China.,0,"It is true that the city known as Santiago de los Caballeros is geographically located within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Huzhou is situated within the national borders of the country known as China.",The city of Santiago de los Caballeros is in Indonesia.,0,Santiago de los Caballeros,Indonesia,Dominican Republic,The city of Huzhou is in China.,1,Huzhou,China,China
It is the case both that the city of Dehra Dun is in China and that the city of Chenzhou is in China.,0,"It is true that the city known as Dehra Dun is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Chenzhou is located within the same national borders, meaning that both Dehra Dun and Chenzhou are cities that exist within the country of China.",The city of Dehra Dun is in China.,0,Dehra Dun,China,India,The city of Chenzhou is in China.,1,Chenzhou,China,China
It is the case both that the city of Zhenjiang is in Indonesia and that the city of Izhevsk is in Russia.,0,"It is true that the city known as Zhenjiang is geographically located within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Izhevsk is situated within the national borders of the country known as Russia.",The city of Zhenjiang is in Indonesia.,0,Zhenjiang,Indonesia,China,The city of Izhevsk is in Russia.,1,Izhevsk,Russian Federation,Russian Federation
It is the case both that the city of Salta is in Turkey and that the city of Aracaju is in Brazil.,0,"It is true that the city known as Salta is geographically located within the territorial boundaries of the country called Turkey, and simultaneously, it is also the case that the city identified as Aracaju is situated within the national borders of the country known as Brazil.",The city of Salta is in Turkey.,0,Salta,Turkey,Argentina,The city of Aracaju is in Brazil.,1,Aracaju,Brazil,Brazil
It is the case both that the city of Bishkek is in Iraq and that the city of Lusaka is in Zambia.,0,"It is true that the city known as Bishkek is geographically located within the territorial boundaries of the country called Iraq, and simultaneously, it is also the case that the city identified as Lusaka is situated within the national borders of the country known as Zambia.",The city of Bishkek is in Iraq.,0,Bishkek,Iraq,Kyrgyzstan,The city of Lusaka is in Zambia.,1,Lusaka,Zambia,Zambia
It is the case both that the city of Juiz de Fora is in Jordan and that the city of Brazzaville is in the Republic of the Congo.,0,"It is true that the city known as Juiz de Fora is geographically located within the territorial boundaries of the country called Jordan, and simultaneously, it is also the case that the city identified as Brazzaville is situated within the national borders of the country officially recognized as the Republic of the Congo.",The city of Juiz de Fora is in Jordan.,0,Juiz de Fora,Jordan,Brazil,The city of Brazzaville is in the Republic of the Congo.,1,Brazzaville,Congo,Congo
It is the case both that the city of Abuja is in Russia and that the city of Tiruchirappalli is in India.,0,"It is true that the city known as Abuja is geographically located within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Tiruchirappalli is situated within the national borders of the country known as India.",The city of Abuja is in Russia.,0,Abuja,Russian Federation,Nigeria,The city of Tiruchirappalli is in India.,1,Tiruchirappalli,India,India
It is the case both that the city of Tangerang is in China and that the city of Ibague is in Colombia.,0,"It is true that the city known as Tangerang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Ibague is situated within the national borders of the country known as Colombia.",The city of Tangerang is in China.,0,Tangerang,China,Indonesia,The city of Ibague is in Colombia.,1,Ibague,Colombia,Colombia
